MAE,WAPE,sMAPE,Model,ValidationDay
1.3563333333333336,0.13866489459133646,16.40837594736553,SeasonalNaive,2020-12-29
3.505009020710078,0.3583350010310491,37.48500063612161,Ridge,2020-12-29
1.6869999999999996,0.16224598973339688,17.540294717913703,SeasonalNaive,2020-12-30
3.6741891321766325,0.35336244944735534,36.43932864108172,Ridge,2020-12-30
